Year,Locationabbr,Locationdesc,Topic,Question,Response,Data_value
2023,NJ,New Jersey,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,12.3
2023,NJ,New Jersey,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,77.8
2023,NJ,New Jersey,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,22.2
2023,NJ,New Jersey,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,75.2
2023,NJ,New Jersey,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,24.8
2023,NJ,New Jersey,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,73.4
2023,NJ,New Jersey,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,26.6
2023,NJ,New Jersey,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,76.9
2023,NJ,New Jersey,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,23.1
2023,NJ,New Jersey,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,69.8
2023,NJ,New Jersey,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,30.2
2023,NJ,New Jersey,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,79.4
2023,NJ,New Jersey,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,20.6
2023,NJ,New Jersey,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,74.4
2023,NJ,New Jersey,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,25.6
2023,NJ,New Jersey,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,
2023,NJ,New Jersey,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,
2023,NJ,New Jersey,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,82.7
2023,NJ,New Jersey,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,17.3
2023,NJ,New Jersey,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,
2023,NJ,New Jersey,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,
2023,NJ,New Jersey,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,69.5
2023,NJ,New Jersey,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,30.5
2023,NJ,New Jersey,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,78.2
2023,NJ,New Jersey,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,21.8
2023,NJ,New Jersey,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,64.9
2023,NJ,New Jersey,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,35.1
2023,NJ,New Jersey,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,55.0
2023,NJ,New Jersey,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,45.0
2023,NJ,New Jersey,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,69.0
2023,NJ,New Jersey,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,31.0
2023,NJ,New Jersey,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,75.3
2023,NJ,New Jersey,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,24.7
2023,NJ,New Jersey,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,86.3
2023,NJ,New Jersey,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,13.7
2023,NJ,New Jersey,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,55.4
2023,NJ,New Jersey,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,44.6
2023,NJ,New Jersey,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,63.5
2023,NJ,New Jersey,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,36.5
2023,NJ,New Jersey,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,65.2
2023,NJ,New Jersey,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,34.8
2023,NJ,New Jersey,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,66.2
2023,NJ,New Jersey,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,33.8
2023,NJ,New Jersey,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,78.8
2023,NJ,New Jersey,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,21.2
2023,NJ,New Jersey,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,85.6
2023,NJ,New Jersey,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,14.4
2023,NJ,New Jersey,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,90.1
2023,NJ,New Jersey,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,9.9
2023,NM,New Mexico,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),Yes,61.6
2023,NM,New Mexico,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),No,38.4
2023,NM,New Mexico,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),Yes,62.2
2023,NM,New Mexico,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),No,37.8
2023,NM,New Mexico,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),Yes,61.0
2023,NM,New Mexico,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),No,39.0
2023,NM,New Mexico,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),Yes,62.8
2023,NM,New Mexico,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),No,37.2
2023,NM,New Mexico,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),Yes,64.8
2023,NM,New Mexico,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),No,35.2
2023,NM,New Mexico,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),Yes,65.9
